cur_datetime,canTemp,ForcTemp_K,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.0],TempProf_cur[2.0],TempProf_cur[3.0],TempProf_cur[4.0],TempProf_cur[5.0],TempProf_cur[6.0],TempProf_cur[7.0],TempProf_cur[8.0],TempProf_cur[9.0],TempProf_cur[10.0],TempProf_cur[11.0],TempProf_cur[12.0],TempProf_cur[13.0],TempProf_cur[14.0],TempProf_cur[15.0],TempProf_cur[16.0],TempProf_cur[17.0],TempProf_cur[18.0],TempProf_cur[19.0],TempProf_cur[20.0],TempProf_cur[21.0],TempProf_cur[22.0],TempProf_cur[23.0],TempProf_cur[24.0],TempProf_cur[25.0],TempProf_cur[26.0],TempProf_cur[27.0],TempProf_cur[28.0],TempProf_cur[29.0],TempProf_cur[30.0],TempProf_cur[31.0],TempProf_cur[32.0],TempProf_cur[33.0],TempProf_cur[34.0],TempProf_cur[35.0],TempProf_cur[36.0],TempProf_cur[37.0],TempProf_cur[38.0],TempProf_cur[39.0],TempProf_cur[40.0],TempProf_cur[41.0],TempProf_cur[42.0],TempProf_cur[43.0],TempProf_cur[44.0],TempProf_cur[45.0],TempProf_cur[46.0],TempProf_cur[47.0],TempProf_cur[48.0],TempProf_cur[49.0],TempProf_cur[50.0],PresProf_cur[1.0],PresProf_cur[2.0],PresProf_cur[3.0],PresProf_cur[4.0],PresProf_cur[5.0],PresProf_cur[6.0],PresProf_cur[7.0],PresProf_cur[8.0],PresProf_cur[9.0],PresProf_cur[10.0],PresProf_cur[11.0],PresProf_cur[12.0],PresProf_cur[13.0],PresProf_cur[14.0],PresProf_cur[15.0],PresProf_cur[16.0],PresProf_cur[17.0],PresProf_cur[18.0],PresProf_cur[19.0],PresProf_cur[20.0],PresProf_cur[21.0],PresProf_cur[22.0],PresProf_cur[23.0],PresProf_cur[24.0],PresProf_cur[25.0],PresProf_cur[26.0],PresProf_cur[27.0],PresProf_cur[28.0],PresProf_cur[29.0],PresProf_cur[30.0],PresProf_cur[31.0],PresProf_cur[32.0],PresProf_cur[33.0],PresProf_cur[34.0],PresProf_cur[35.0],PresProf_cur[36.0],PresProf_cur[37.0],PresProf_cur[38.0],PresProf_cur[39.0],PresProf_cur[40.0],PresProf_cur[41.0],PresProf_cur[42.0],PresProf_cur[43.0],PresProf_cur[44.0],PresProf_cur[45.0],PresProf_cur[46.0],PresProf_cur[47.0],PresProf_cur[48.0],PresProf_cur[49.0],PresProf_cur[50.0],
2004-06-01 00:00:00,296.184,289.473,0.000,290.249,290.842,290.601,287.334,99733.833,296.756,296.738,296.705,296.655,296.591,296.512,296.420,296.313,296.194,296.061,295.915,295.756,295.583,295.392,295.164,294.629,294.511,294.399,294.289,294.180,294.076,293.973,293.870,293.763,293.651,293.533,293.411,293.284,293.152,293.016,292.875,292.731,292.582,292.430,292.273,292.113,291.948,291.780,291.609,291.433,291.254,291.071,290.885,290.695,290.501,290.304,290.103,289.898,289.690,289.473,100304.102,100292.567,100281.033,100269.498,100257.961,100246.423,100234.883,100223.339,100211.792,100200.241,100188.686,100177.126,100165.560,100153.988,100142.408,100130.815,100119.210,100107.601,100095.988,100084.373,100072.754,100061.132,100049.507,100037.879,100026.247,100014.612,100002.973,99991.330,99979.682,99968.031,99956.375,99944.714,99933.048,99921.378,99909.702,99898.021,99886.334,99874.642,99862.943,99851.239,99839.529,99827.812,99816.089,99804.359,99792.623,99780.879,99769.129,99757.371,99745.606,99733.833,
2004-06-01 00:05:00,291.609,289.343,0.000,290.224,290.806,290.707,287.334,99731.472,292.794,292.669,292.516,292.343,292.155,291.960,291.764,291.574,291.391,291.217,291.051,290.895,290.747,290.604,290.456,290.177,290.124,290.079,290.040,290.004,289.973,289.944,289.916,289.890,289.863,289.836,289.810,289.785,289.759,289.734,289.710,289.686,289.662,289.639,289.616,289.594,289.573,289.552,289.532,289.512,289.492,289.474,289.455,289.438,289.421,289.404,289.388,289.373,289.358,289.343,100311.481,100299.769,100288.052,100276.330,100264.601,100252.865,100241.123,100229.374,100217.619,100205.857,100194.089,100182.316,100170.538,100158.754,100146.966,100135.170,100123.369,100111.566,100099.763,100087.959,100076.155,100064.350,100052.545,100040.741,100028.936,100017.131,100005.326,99993.521,99981.716,99969.911,99958.106,99946.301,99934.495,99922.690,99910.885,99899.080,99887.276,99875.471,99863.666,99851.862,99840.058,99828.254,99816.450,99804.647,99792.844,99781.041,99769.239,99757.436,99745.635,99733.833,
2004-06-01 00:10:00,290.298,289.373,0.000,290.195,290.776,290.566,287.334,99729.111,291.135,290.978,290.826,290.683,290.551,290.429,290.318,290.217,290.125,290.041,289.965,289.895,289.831,289.771,289.710,289.594,289.572,289.555,289.541,289.529,289.520,289.511,289.503,289.496,289.489,289.483,289.476,289.470,289.464,289.458,289.453,289.448,289.442,289.437,289.432,289.428,289.423,289.419,289.414,289.410,289.406,289.402,289.398,289.394,289.391,289.387,289.383,289.380,289.377,289.373,100312.595,100300.815,100289.030,100277.239,100265.445,100253.645,100241.843,100230.037,100218.228,100206.416,100194.602,100182.786,100170.969,100159.150,100147.329,100135.506,100123.681,100111.856,100100.032,100088.208,100076.384,100064.561,100052.739,100040.918,100029.097,100017.277,100005.458,99993.639,99981.822,99970.005,99958.188,99946.373,99934.558,99922.744,99910.931,99899.119,99887.307,99875.497,99863.687,99851.878,99840.069,99828.262,99816.455,99804.650,99792.845,99781.041,99769.238,99757.435,99745.634,99733.833,
2004-06-01 00:15:00,290.496,289.338,0.000,290.169,290.746,290.463,287.334,99726.750,291.640,291.411,291.195,290.997,290.817,290.654,290.507,290.374,290.255,290.148,290.052,289.964,289.885,289.810,289.735,289.591,289.562,289.541,289.523,289.509,289.497,289.487,289.479,289.470,289.463,289.455,289.448,289.441,289.435,289.429,289.423,289.417,289.411,289.406,289.401,289.396,289.391,289.386,289.382,289.377,289.373,289.368,289.364,289.360,289.356,289.352,289.349,289.345,289.341,289.338,100312.527,100300.765,100288.996,100277.220,100265.437,100253.648,100241.853,100230.054,100218.251,100206.444,100194.634,100182.822,100171.006,100159.189,100147.370,100135.547,100123.722,100111.896,100100.071,100088.246,100076.422,100064.598,100052.775,100040.953,100029.131,100017.310,100005.489,99993.669,99981.850,99970.032,99958.215,99946.398,99934.582,99922.767,99910.952,99899.139,99887.326,99875.514,99863.702,99851.892,99840.082,99828.274,99816.466,99804.659,99792.852,99781.047,99769.242,99757.438,99745.635,99733.833,
2004-06-01 00:20:00,290.755,289.368,0.000,290.144,290.717,290.391,287.334,99724.389,292.013,291.790,291.570,291.357,291.156,290.967,290.794,290.635,290.491,290.360,290.241,290.133,290.034,289.941,289.847,289.667,289.630,289.604,289.582,289.564,289.550,289.538,289.527,289.517,289.508,289.499,289.490,289.482,289.475,289.468,289.461,289.454,289.448,289.442,289.436,289.430,289.425,289.420,289.414,289.410,289.405,289.400,289.396,289.392,289.387,289.383,289.379,289.375,289.372,289.368,100312.318,100300.573,100288.819,100277.057,100265.288,100253.512,100241.730,100229.942,100218.149,100206.351,100194.550,100182.744,100170.935,100159.124,100147.310,100135.491,100123.668,100111.846,100100.023,100088.200,100076.378,100064.557,100052.736,100040.915,100029.095,100017.276,100005.457,99993.639,99981.822,99970.005,99958.189,99946.374,99934.559,99922.746,99910.933,99899.120,99887.309,99875.498,99863.688,99851.879,99840.071,99828.263,99816.457,99804.651,99792.846,99781.042,99769.238,99757.436,99745.634,99733.833,
2004-06-01 00:25:00,290.915,289.355,0.000,290.120,290.689,290.327,287.334,99722.028,292.163,291.959,291.754,291.552,291.355,291.166,290.987,290.820,290.665,290.521,290.389,290.266,290.153,290.045,289.935,289.722,289.679,289.647,289.621,289.600,289.583,289.568,289.556,289.543,289.532,289.521,289.511,289.501,289.492,289.483,289.475,289.466,289.458,289.451,289.443,289.436,289.429,289.423,289.416,289.410,289.404,289.398,289.392,289.386,289.381,289.375,289.370,289.365,289.360,289.355,100312.205,100300.465,100288.719,100276.965,100265.204,100253.436,100241.662,100229.881,100218.095,100206.305,100194.509,100182.709,100170.906,100159.099,100147.288,100135.472,100123.652,100111.831,100100.010,100088.190,100076.369,100064.549,100052.729,100040.909,100029.090,100017.272,100005.454,99993.637,99981.820,99970.004,99958.189,99946.374,99934.560,99922.747,99910.934,99899.122,99887.311,99875.501,99863.691,99851.882,99840.074,99828.266,99816.459,99804.653,99792.848,99781.043,99769.240,99757.437,99745.635,99733.833,
2004-06-01 00:30:00,290.965,289.384,0.000,290.098,290.662,290.261,287.334,99719.667,292.159,291.969,291.779,291.589,291.403,291.223,291.051,290.888,290.735,290.591,290.457,290.331,290.215,290.103,289.988,289.763,289.718,289.685,289.658,289.636,289.618,289.603,289.589,289.576,289.564,289.553,289.542,289.532,289.523,289.513,289.504,289.496,289.488,289.480,289.472,289.465,289.458,289.451,289.445,289.438,289.432,289.426,289.420,289.415,289.409,289.404,289.399,289.394,289.389,289.384,100312.130,100300.391,100288.645,100276.892,100265.133,100253.367,100241.595,100229.818,100218.035,100206.247,100194.454,100182.657,100170.856,100159.052,100147.244,100135.429,100123.611,100111.792,100099.972,100088.153,100076.333,100064.515,100052.696,100040.878,100029.060,100017.243,100005.427,99993.611,99981.796,99969.981,99958.167,99946.353,99934.540,99922.728,99910.917,99899.106,99887.296,99875.487,99863.678,99851.870,99840.063,99828.257,99816.451,99804.646,99792.842,99781.039,99769.236,99757.434,99745.633,99733.833,
2004-06-01 00:35:00,290.920,289.245,0.000,290.077,290.638,290.196,287.333,99717.306,292.120,291.929,291.737,291.547,291.361,291.181,291.009,290.845,290.691,290.547,290.411,290.283,290.164,290.049,289.931,289.698,289.651,289.617,289.589,289.565,289.546,289.529,289.514,289.500,289.486,289.473,289.461,289.449,289.437,289.426,289.415,289.404,289.394,289.384,289.374,289.364,289.355,289.346,289.336,289.328,289.319,289.310,289.302,289.293,289.285,289.277,289.269,289.261,289.253,289.245,100312.293,100300.552,100288.804,100277.050,100265.289,100253.521,100241.748,100229.968,100218.184,100206.394,100194.599,100182.800,100170.998,100159.191,100147.380,100135.564,100123.742,100111.921,100100.098,100088.276,100076.454,100064.632,100052.810,100040.989,100029.168,100017.348,100005.528,99993.709,99981.890,99970.072,99958.254,99946.437,99934.620,99922.804,99910.989,99899.174,99887.360,99875.546,99863.733,99851.921,99840.109,99828.298,99816.488,99804.678,99792.869,99781.060,99769.253,99757.446,99745.639,99733.833,
2004-06-01 00:40:00,290.737,289.080,0.000,290.056,290.614,290.117,287.333,99714.944,291.913,291.728,291.541,291.354,291.171,290.994,290.824,290.663,290.511,290.369,290.236,290.111,289.994,289.882,289.766,289.539,289.494,289.460,289.432,289.409,289.389,289.372,289.357,289.343,289.329,289.316,289.303,289.290,289.278,289.267,289.255,289.244,289.234,289.223,289.213,289.203,289.193,289.183,289.174,289.165,289.156,289.147,289.138,289.129,289.121,289.113,289.104,289.096,289.088,289.080,100312.627,100300.878,100289.122,100277.360,100265.591,100253.816,100242.035,100230.248,100218.456,100206.659,100194.857,100183.051,100171.241,100159.428,100147.610,100135.787,100123.959,100112.131,100100.302,100088.473,100076.645,100064.816,100052.988,100041.161,100029.334,100017.507,100005.681,99993.855,99982.030,99970.205,99958.381,99946.557,99934.734,99922.911,99911.089,99899.268,99887.447,99875.627,99863.807,99851.988,99840.170,99828.352,99816.535,99804.718,99792.902,99781.087,99769.273,99757.459,99745.646,99733.833,
2004-06-01 00:45:00,290.519,288.920,0.000,290.038,290.594,290.024,287.333,99712.583,291.706,291.514,291.322,291.131,290.945,290.765,290.595,290.436,290.286,290.147,290.017,289.897,289.784,289.677,289.567,289.352,289.309,289.277,289.250,289.228,289.210,289.194,289.179,289.166,289.153,289.140,289.128,289.116,289.105,289.094,289.083,289.073,289.063,289.053,289.043,289.034,289.025,289.016,289.007,288.999,288.990,288.982,288.974,288.966,288.958,288.950,288.943,288.935,288.928,288.920,100312.998,100301.241,100289.476,100277.705,100265.927,100254.143,100242.352,100230.556,100218.755,100206.949,100195.138,100183.323,100171.504,100159.682,100147.857,100136.026,100124.190,100112.354,100100.518,100088.682,100076.846,100065.010,100053.175,100041.340,100029.506,100017.672,100005.838,99994.005,99982.173,99970.341,99958.510,99946.679,99934.849,99923.019,99911.190,99899.362,99887.534,99875.707,99863.881,99852.055,99840.230,99828.405,99816.581,99804.758,99792.936,99781.114,99769.293,99757.472,99745.652,99733.833,
2004-06-01 00:50:00,290.315,288.800,0.000,290.019,290.574,289.923,287.333,99710.222,291.473,291.284,291.094,290.907,290.724,290.549,290.383,290.229,290.085,289.951,289.827,289.712,289.606,289.504,289.400,289.197,289.157,289.126,289.101,289.080,289.063,289.048,289.034,289.022,289.010,288.998,288.987,288.976,288.966,288.956,288.946,288.936,288.927,288.918,288.910,288.901,288.893,288.885,288.877,288.869,288.862,288.854,288.847,288.840,288.833,288.826,288.819,288.813,288.806,288.800,100313.312,100301.545,100289.771,100277.990,100266.203,100254.410,100242.611,100230.807,100218.997,100207.182,100195.364,100183.541,100171.715,100159.886,100148.054,100136.216,100124.374,100112.532,100100.690,100088.847,100077.005,100065.164,100053.322,100041.481,100029.641,100017.801,100005.962,99994.123,99982.285,99970.447,99958.610,99946.774,99934.938,99923.103,99911.269,99899.435,99887.602,99875.769,99863.937,99852.106,99840.276,99828.446,99816.617,99804.788,99792.961,99781.134,99769.308,99757.482,99745.657,99733.833,
2004-06-01 00:55:00,290.196,288.682,0.000,290.002,290.558,289.821,287.333,99707.861,291.373,291.178,290.983,290.791,290.606,290.428,290.261,290.106,289.961,289.827,289.703,289.588,289.482,289.381,289.277,289.076,289.035,289.004,288.979,288.959,288.941,288.927,288.913,288.901,288.889,288.877,288.866,288.856,288.845,288.835,288.826,288.817,288.807,288.799,288.790,288.782,288.774,288.766,288.758,288.751,288.743,288.736,288.729,288.722,288.715,288.708,288.702,288.695,288.689,288.682,100313.552,100301.781,100290.003,100278.218,100266.426,100254.628,100242.824,100231.014,100219.200,100207.380,100195.556,100183.729,100171.898,100160.063,100148.226,100136.383,100124.536,100112.689,100100.842,100088.995,100077.147,100065.301,100053.454,100041.609,100029.763,100017.919,100006.074,99994.231,99982.388,99970.545,99958.703,99946.862,99935.021,99923.181,99911.342,99899.503,99887.665,99875.827,99863.991,99852.155,99840.319,99828.485,99816.651,99804.817,99792.985,99781.153,99769.322,99757.492,99745.662,99733.833,
2004-06-01 01:00:00,290.090,288.591,0.000,289.979,290.532,289.744,287.333,99705.500,291.247,291.058,290.867,290.680,290.497,290.322,290.157,290.003,289.859,289.726,289.603,289.489,289.383,289.282,289.179,288.978,288.937,288.907,288.882,288.861,288.844,288.829,288.816,288.803,288.792,288.780,288.769,288.759,288.749,288.739,288.730,288.721,288.712,288.703,288.695,288.687,288.679,288.671,288.664,288.657,288.649,288.642,288.636,288.629,288.622,288.616,288.610,288.603,288.597,288.591,100313.750,100301.974,100290.191,100278.401,100266.605,100254.803,100242.994,100231.180,100219.361,100207.538,100195.710,100183.878,100172.043,100160.205,100148.363,100136.516,100124.666,100112.814,100100.963,100089.112,100077.261,100065.410,100053.560,100041.710,100029.860,100018.012,100006.163,99994.316,99982.469,99970.622,99958.776,99946.931,99935.086,99923.242,99911.399,99899.556,99887.714,99875.873,99864.033,99852.193,99840.353,99828.515,99816.677,99804.840,99793.004,99781.168,99769.333,99757.499,99745.666,99733.833,
2004-06-01 01:05:00,290.033,288.519,0.000,289.956,290.505,289.674,287.342,99703.931,291.209,291.015,290.822,290.631,290.445,290.268,290.100,289.944,289.799,289.664,289.539,289.424,289.317,289.215,289.110,288.907,288.865,288.834,288.808,288.788,288.770,288.755,288.742,288.729,288.717,288.706,288.695,288.685,288.675,288.665,288.656,288.647,288.638,288.629,288.621,288.613,288.605,288.598,288.591,288.583,288.576,288.569,288.563,288.556,288.550,288.543,288.537,288.531,288.525,288.519,100313.889,100302.111,100290.326,100278.534,100266.736,100254.931,100243.121,100231.305,100219.483,100207.657,100195.827,100183.992,100172.154,100160.313,100148.469,100136.619,100124.765,100112.911,100101.057,100089.202,100077.348,100065.495,100053.641,100041.788,100029.936,100018.084,100006.233,99994.382,99982.532,99970.682,99958.834,99946.985,99935.138,99923.290,99911.444,99899.598,99887.753,99875.909,99864.065,99852.223,99840.380,99828.539,99816.698,99804.858,99793.019,99781.180,99769.342,99757.505,99745.669,99733.833,
2004-06-01 01:10:00,289.964,288.461,0.000,289.934,290.479,289.603,287.351,99702.361,291.115,290.928,290.740,290.554,290.373,290.199,290.034,289.879,289.736,289.602,289.478,289.364,289.257,289.156,289.051,288.848,288.806,288.774,288.749,288.728,288.710,288.695,288.682,288.669,288.658,288.646,288.635,288.625,288.615,288.605,288.596,288.587,288.578,288.570,288.562,288.554,288.546,288.538,288.531,288.524,288.517,288.510,288.504,288.497,288.491,288.484,288.478,288.472,288.466,288.461,100314.014,100302.232,100290.444,100278.649,100266.848,100255.040,100243.227,100231.408,100219.584,100207.755,100195.922,100184.085,100172.245,100160.401,100148.555,100136.702,100124.846,100112.990,100101.133,100089.276,100077.419,100065.563,100053.707,100041.852,100029.997,100018.143,100006.289,99994.436,99982.583,99970.731,99958.880,99947.029,99935.179,99923.329,99911.481,99899.632,99887.785,99875.938,99864.092,99852.247,99840.402,99828.558,99816.715,99804.872,99793.031,99781.190,99769.350,99757.510,99745.671,99733.833,
