cur_datetime,canTemp,ForcTemp_K,sensWaste,EP_floor_energy[0],EP_floor_energy[1],EP_floor_energy[2],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,Floor[1]_OAT_K,Floor[2]_OAT_K,Floor[3]_OAT_K,TempProf_cur[2.62],TempProf_cur[6.58],TempProf_cur[10.54],
2006-06-01 00:05:00,292.169,291.486,0.000,0.000,0.000,0.000,285.646,285.738,282.547,291.258,99200.000,292.323,292.214,292.089,292.292,292.130,291.972,
2006-06-01 00:10:00,291.682,291.491,0.000,0.000,0.000,0.000,285.950,286.039,282.611,291.267,99200.000,291.773,291.692,291.635,291.742,291.651,291.595,
2006-06-01 00:15:00,291.809,291.491,0.000,0.000,0.000,0.000,286.287,286.371,282.721,291.275,99200.000,292.005,291.826,291.707,291.936,291.738,291.632,
2006-06-01 00:20:00,291.868,291.497,0.000,0.000,0.000,0.000,286.648,286.727,282.942,291.283,99200.000,292.145,291.893,291.723,292.050,291.768,291.617,
2006-06-01 00:25:00,291.790,291.499,0.000,0.000,0.000,0.000,287.027,287.102,283.457,291.292,99200.000,292.127,291.814,291.613,292.010,291.664,291.499,
2006-06-01 00:30:00,291.668,291.504,0.000,0.000,0.000,0.000,287.420,287.490,283.925,291.300,99200.000,291.967,291.693,291.509,291.868,291.556,291.403,
2006-06-01 00:35:00,291.582,291.507,0.000,0.000,0.000,0.000,287.823,287.889,284.556,291.308,99200.000,291.863,291.601,291.434,291.765,291.476,291.339,
2006-06-01 00:40:00,291.535,291.513,0.000,0.000,0.000,0.000,288.236,288.297,285.151,291.317,99200.000,291.789,291.551,291.401,291.699,291.439,291.315,
2006-06-01 00:45:00,291.524,291.517,0.000,0.000,0.000,0.000,288.659,288.707,285.779,291.325,99200.000,291.765,291.538,291.398,291.678,291.433,291.318,
2006-06-01 00:50:00,291.542,291.522,0.000,0.000,0.000,0.000,289.084,289.127,286.364,291.333,99200.000,291.771,291.556,291.423,291.689,291.456,291.345,
2006-06-01 00:55:00,291.572,291.526,0.000,0.000,0.000,0.000,289.513,289.552,286.958,291.342,99200.000,291.796,291.587,291.456,291.716,291.489,291.379,
2006-06-01 01:00:00,291.615,291.532,0.000,0.000,0.000,0.000,289.767,289.802,287.355,291.350,99200.000,291.833,291.630,291.501,291.756,291.534,291.423,
2006-06-01 01:05:00,291.643,291.530,0.000,0.000,0.000,0.000,289.952,289.985,287.694,291.350,99200.000,291.857,291.659,291.532,291.782,291.565,291.454,
2006-06-01 01:10:00,291.668,291.530,0.000,0.000,0.000,0.000,290.096,290.126,288.029,291.350,99200.000,291.877,291.684,291.559,291.804,291.591,291.481,
2006-06-01 01:15:00,291.684,291.528,0.000,0.000,0.000,0.000,290.210,290.238,288.279,291.350,99200.000,291.888,291.700,291.578,291.817,291.609,291.501,
2006-06-01 01:20:00,291.699,291.528,0.000,0.000,0.000,0.000,290.303,290.330,288.523,291.350,99200.000,291.900,291.715,291.595,291.830,291.626,291.519,
2006-06-01 01:25:00,291.708,291.527,0.000,0.000,0.000,0.000,290.380,290.406,288.709,291.350,99200.000,291.904,291.724,291.607,291.836,291.637,291.532,
2006-06-01 01:30:00,291.718,291.526,0.000,0.000,0.000,0.000,290.446,290.470,288.891,291.350,99200.000,291.911,291.734,291.618,291.844,291.648,291.544,
2006-06-01 01:35:00,291.723,291.525,0.000,0.000,0.000,0.000,290.503,290.526,289.032,291.350,99200.000,291.911,291.738,291.625,291.846,291.655,291.553,
2006-06-01 01:40:00,291.729,291.525,0.000,0.000,0.000,0.000,290.553,290.575,289.170,291.350,99200.000,291.915,291.744,291.633,291.851,291.662,291.561,
2006-06-01 01:45:00,291.731,291.523,0.000,0.000,0.000,0.000,290.597,290.618,289.279,291.350,99200.000,291.913,291.746,291.637,291.850,291.665,291.566,
2006-06-01 01:50:00,291.735,291.523,0.000,0.000,0.000,0.000,290.637,290.657,289.386,291.350,99200.000,291.914,291.750,291.642,291.852,291.670,291.572,
2006-06-01 01:55:00,291.735,291.522,0.000,0.000,0.000,0.000,290.673,290.692,289.472,291.350,99200.000,291.911,291.750,291.644,291.850,291.672,291.576,
2006-06-01 02:00:00,291.737,291.521,0.000,0.000,0.000,0.000,290.702,290.720,289.550,291.350,99200.000,291.911,291.752,291.647,291.851,291.674,291.579,
2006-06-01 02:05:00,291.737,291.527,0.000,0.000,0.000,0.000,290.727,290.744,289.611,291.358,99208.333,291.908,291.752,291.649,291.849,291.676,291.583,
2006-06-01 02:10:00,291.741,291.532,0.000,0.000,0.000,0.000,290.748,290.765,289.672,291.367,99216.667,291.909,291.755,291.654,291.851,291.680,291.589,
2006-06-01 02:15:00,291.742,291.538,0.000,0.000,0.000,0.000,290.767,290.783,289.719,291.375,99225.000,291.907,291.756,291.657,291.850,291.683,291.593,
2006-06-01 02:20:00,291.746,291.543,0.000,0.000,0.000,0.000,290.784,290.799,289.765,291.383,99233.333,291.908,291.759,291.661,291.852,291.687,291.598,
2006-06-01 02:25:00,291.747,291.549,0.000,0.000,0.000,0.000,290.799,290.813,289.802,291.392,99241.667,291.906,291.760,291.664,291.851,291.689,291.603,
2006-06-01 02:30:00,291.749,291.555,0.000,0.000,0.000,0.000,290.812,290.826,289.838,291.400,99250.000,291.907,291.762,291.668,291.852,291.693,291.607,
2006-06-01 02:35:00,291.674,291.560,0.000,0.000,0.000,0.000,290.825,290.838,289.867,291.408,99258.333,291.762,291.680,291.628,291.730,291.641,291.598,
2006-06-01 02:40:00,291.640,291.566,0.000,0.000,0.000,0.000,290.836,290.848,289.866,291.417,99266.667,291.687,291.644,291.616,291.671,291.624,291.597,
2006-06-01 02:45:00,291.656,291.572,0.000,0.000,0.000,0.000,290.846,290.858,289.756,291.425,99275.000,291.701,291.661,291.633,291.686,291.640,291.613,
2006-06-01 02:50:00,291.690,291.578,0.000,0.000,0.000,0.000,290.856,290.867,289.728,291.433,99283.333,291.749,291.697,291.660,291.729,291.670,291.633,
2006-06-01 02:55:00,291.784,291.583,0.000,0.000,0.000,0.000,290.865,290.875,289.701,291.442,99291.667,291.890,291.797,291.729,291.856,291.748,291.677,
2006-06-01 03:00:00,291.828,291.589,0.000,0.000,0.000,0.000,290.878,290.888,289.724,291.450,99300.000,291.975,291.845,291.752,291.927,291.778,291.686,
2006-06-01 03:05:00,291.821,291.544,0.000,0.000,0.000,0.000,290.892,290.901,289.796,291.408,99308.333,292.001,291.838,291.728,291.941,291.757,291.655,
2006-06-01 03:10:00,291.664,291.498,0.000,0.000,0.000,0.000,290.906,290.916,289.851,291.367,99316.667,291.757,291.673,291.615,291.726,291.630,291.579,
2006-06-01 03:15:00,291.549,291.453,0.000,0.000,0.000,0.000,290.921,290.930,289.895,291.325,99325.000,291.599,291.554,291.524,291.582,291.532,291.503,
2006-06-01 03:20:00,291.509,291.408,0.000,0.000,0.000,0.000,290.937,290.945,289.810,291.283,99333.333,291.554,291.515,291.487,291.539,291.495,291.465,
2006-06-01 03:25:00,291.503,291.362,0.000,0.000,0.000,0.000,290.952,290.960,289.760,291.242,99341.667,291.563,291.510,291.472,291.543,291.483,291.443,
2006-06-01 03:30:00,291.476,291.317,0.000,0.000,0.000,0.000,290.967,290.975,289.755,291.200,99350.000,291.540,291.485,291.443,291.520,291.455,291.411,
2006-06-01 03:35:00,291.445,291.271,0.000,0.000,0.000,0.000,290.982,290.990,289.760,291.158,99358.333,291.517,291.455,291.409,291.494,291.422,291.374,
2006-06-01 03:40:00,291.399,291.226,0.000,0.000,0.000,0.000,290.998,291.005,289.759,291.117,99366.667,291.467,291.408,291.364,291.445,291.376,291.330,
2006-06-01 03:45:00,291.357,291.180,0.000,0.000,0.000,0.000,291.013,291.020,289.767,291.075,99375.000,291.428,291.367,291.321,291.405,291.334,291.286,
2006-06-01 03:50:00,291.313,291.134,0.000,0.000,0.000,0.000,291.028,291.035,289.769,291.033,99383.333,291.383,291.322,291.277,291.360,291.290,291.243,
2006-06-01 03:55:00,291.275,291.089,0.000,0.000,0.000,0.000,291.042,291.049,289.775,290.992,99391.667,291.347,291.285,291.238,291.324,291.251,291.202,
2006-06-01 04:00:00,291.234,291.043,0.000,0.000,0.000,0.000,291.035,291.042,289.761,290.950,99400.000,291.307,291.244,291.197,291.284,291.210,291.160,
2006-06-01 04:05:00,291.126,290.877,0.000,0.000,0.000,0.000,291.019,291.026,289.742,290.808,99400.000,291.204,291.138,291.086,291.180,291.101,291.044,
2006-06-01 04:10:00,290.986,290.715,0.000,0.000,0.000,0.000,290.998,291.004,289.747,290.667,99400.000,291.070,290.999,290.943,291.045,290.959,290.896,
2006-06-01 04:15:00,290.831,290.556,0.000,0.000,0.000,0.000,290.973,290.978,289.757,290.525,99400.000,290.917,290.845,290.787,290.891,290.804,290.739,
2006-06-01 04:20:00,290.678,290.398,0.000,0.000,0.000,0.000,291.093,291.186,289.982,290.383,99400.000,290.765,290.692,290.633,290.739,290.651,290.585,
2006-06-01 04:25:00,290.534,290.242,0.000,0.000,0.000,0.000,291.139,291.231,290.070,290.242,99400.000,290.622,290.549,290.489,290.596,290.507,290.440,
2006-06-01 04:30:00,290.389,290.085,0.000,0.000,0.000,0.000,291.197,291.307,290.191,290.100,99400.000,290.478,290.404,290.343,290.452,290.361,290.292,
2006-06-01 04:35:00,290.286,289.928,0.000,0.000,0.000,0.000,291.260,291.385,290.402,289.958,99400.000,290.393,290.304,290.230,290.361,290.252,290.170,
2006-06-01 04:40:00,290.044,289.772,0.000,0.000,0.000,0.000,291.325,291.460,290.500,289.817,99400.000,290.107,290.056,290.011,290.089,290.024,289.973,
2006-06-01 04:45:00,290.044,289.616,0.000,0.000,0.000,0.000,291.392,291.535,290.613,289.675,99400.000,290.167,290.064,289.981,290.130,290.005,289.914,
2006-06-01 04:50:00,289.860,289.462,0.000,0.000,0.000,0.000,291.462,291.609,290.718,289.533,99400.000,289.941,289.876,289.818,289.919,289.836,289.767,
2006-06-01 04:55:00,289.866,289.308,0.000,0.000,0.000,0.000,291.533,291.677,290.807,289.392,99400.000,290.017,289.888,289.787,289.970,289.817,289.709,
2006-06-01 05:00:00,289.648,289.155,108.853,6.841,11.033,9.808,291.563,291.698,290.831,289.250,99400.000,289.745,289.667,289.597,289.719,289.619,289.538,
2006-06-01 05:05:00,289.805,289.082,90.806,7.258,7.489,7.368,291.573,291.698,290.825,289.208,99408.333,289.985,289.834,289.714,289.933,289.752,289.614,
2006-06-01 05:10:00,289.608,289.010,86.509,8.025,7.222,7.139,291.571,291.683,290.821,289.167,99416.667,289.722,289.633,289.550,289.695,289.576,289.476,
2006-06-01 05:15:00,289.660,288.939,43.559,4.194,3.630,3.567,291.560,291.658,290.788,289.125,99425.000,289.844,289.689,289.566,289.792,289.603,289.467,
2006-06-01 05:20:00,289.464,288.867,41.459,4.138,3.498,3.457,291.540,291.625,290.761,289.083,99433.333,289.583,289.489,289.403,289.553,289.430,289.330,
2006-06-01 05:25:00,289.515,288.797,41.765,4.263,3.517,3.547,291.514,291.584,290.710,289.042,99441.667,289.701,289.542,289.419,289.646,289.456,289.324,
2006-06-01 05:30:00,289.357,288.726,40.012,4.201,3.409,3.588,291.504,291.565,290.688,289.000,99450.000,289.486,289.383,289.290,289.453,289.319,289.213,
2006-06-01 05:35:00,289.396,288.656,39.943,4.281,3.406,3.665,291.499,291.549,290.652,288.958,99458.333,289.587,289.424,289.297,289.530,289.334,289.199,
2006-06-01 05:40:00,289.250,288.587,38.447,4.217,3.312,3.669,291.493,291.533,290.626,288.917,99466.667,289.389,289.276,289.178,289.353,289.208,289.096,
2006-06-01 05:45:00,289.288,288.517,38.471,4.287,3.335,3.725,291.487,291.514,290.589,288.875,99475.000,289.485,289.317,289.186,289.426,289.225,289.085,
2006-06-01 05:50:00,289.150,288.448,37.087,4.220,3.287,3.714,291.478,291.493,290.560,288.833,99483.333,289.299,289.178,289.072,289.260,289.104,288.986,
2006-06-01 05:55:00,289.180,288.380,37.064,4.276,3.330,3.752,291.468,291.466,290.520,288.792,99491.667,289.382,289.210,289.075,289.323,289.114,288.970,
2006-06-01 06:00:00,289.047,288.311,71.476,8.246,6.452,7.291,291.509,291.495,290.547,288.750,99500.000,289.206,289.076,288.964,289.163,288.998,288.873,
2006-06-01 06:05:00,289.147,288.281,36.482,4.190,3.304,3.695,291.568,291.543,290.572,288.842,99508.333,289.363,289.181,289.035,289.301,289.079,288.922,
2006-06-01 06:10:00,289.022,288.247,35.236,4.101,3.256,3.653,291.638,291.601,290.626,288.933,99516.667,289.194,289.053,288.932,289.148,288.968,288.835,
2006-06-01 06:15:00,289.110,288.210,35.873,4.163,3.323,3.695,291.714,291.665,290.693,289.025,99525.000,289.345,289.145,288.988,289.276,289.034,288.868,
2006-06-01 06:20:00,289.055,288.169,35.216,4.108,3.306,3.682,291.795,291.733,290.769,289.117,99533.333,289.260,289.091,288.949,289.204,288.991,288.835,
2006-06-01 06:25:00,289.161,288.125,35.971,4.176,3.374,3.726,291.880,291.804,290.849,289.208,99541.667,289.434,289.202,289.019,289.353,289.073,288.879,
2006-06-01 06:30:00,289.106,288.078,35.309,4.076,3.307,3.661,292.076,292.059,291.133,289.300,99550.000,289.353,289.149,288.978,289.285,289.029,288.843,
2006-06-01 06:35:00,289.229,288.029,36.171,4.060,3.284,3.613,292.324,292.443,291.461,289.392,99558.333,289.548,289.278,289.065,289.453,289.127,288.902,
2006-06-01 06:40:00,289.208,287.976,35.761,3.933,3.260,3.516,292.586,292.794,291.810,289.483,99566.667,289.504,289.259,289.054,289.422,289.115,288.893,
2006-06-01 06:45:00,289.349,287.921,36.724,3.924,3.321,3.499,292.861,293.135,292.224,289.575,99575.000,289.721,289.406,289.156,289.611,289.229,288.965,
2006-06-01 06:50:00,289.339,287.864,36.384,3.795,3.300,3.479,293.144,293.462,292.657,289.667,99583.333,289.693,289.399,289.155,289.593,289.227,288.963,
2006-06-01 06:55:00,289.487,287.804,37.350,3.779,3.360,3.516,293.433,293.770,293.138,289.758,99591.667,289.919,289.554,289.263,289.792,289.348,289.040,
2006-06-01 07:00:00,289.487,287.742,74.121,6.350,6.528,6.241,293.808,294.211,293.671,289.850,99600.000,289.904,289.558,289.270,289.786,289.355,289.045,
2006-06-01 07:05:00,289.770,287.819,40.834,3.779,3.400,3.235,294.185,294.593,294.247,290.033,99600.000,290.269,289.849,289.511,290.124,289.611,289.250,
2006-06-01 07:10:00,289.897,287.891,42.037,3.968,3.453,3.292,294.572,294.953,294.771,290.217,99600.000,290.386,289.978,289.642,290.246,289.741,289.382,
2006-06-01 07:15:00,290.173,287.961,44.098,4.169,3.580,3.403,294.968,295.293,295.306,290.400,99600.000,290.729,290.260,289.883,290.566,289.993,289.596,
2006-06-01 07:20:00,290.321,288.027,45.059,4.262,3.642,3.466,295.371,295.613,295.838,290.583,99600.000,290.881,290.412,290.030,290.720,290.141,289.736,
2006-06-01 07:25:00,290.572,288.091,46.777,4.426,3.753,3.561,295.779,295.912,296.373,290.767,99600.000,291.195,290.669,290.248,291.012,290.370,289.928,
2006-06-01 07:30:00,290.720,288.152,47.656,4.510,3.811,3.620,296.026,296.030,296.845,290.950,99600.000,291.349,290.820,290.393,291.167,290.517,290.066,
2006-06-01 07:35:00,290.969,288.211,49.263,4.664,3.917,3.711,296.282,296.116,297.326,291.133,99600.000,291.662,291.077,290.609,291.459,290.744,290.255,
2006-06-01 07:40:00,291.110,288.268,50.018,4.738,3.969,3.762,296.599,296.219,297.818,291.317,99600.000,291.810,291.220,290.745,291.606,290.883,290.384,
2006-06-01 07:45:00,291.358,288.324,51.604,4.883,4.092,3.849,296.958,296.319,298.312,291.500,99600.000,292.124,291.475,290.959,291.898,291.108,290.571,
2006-06-01 07:50:00,291.496,288.378,52.350,4.950,4.158,3.897,297.426,296.436,298.820,291.683,99600.000,292.270,291.617,291.094,292.044,291.245,290.698,
2006-06-01 07:55:00,291.750,288.432,53.574,5.075,4.257,3.970,297.908,296.534,299.343,291.867,99600.000,292.590,291.877,291.312,292.342,291.475,290.888,
2006-06-01 08:00:00,291.891,288.484,52.543,4.643,4.308,4.010,298.434,296.623,299.933,292.050,99600.000,292.740,292.022,291.449,292.490,291.614,291.018,
2006-06-01 08:05:00,292.124,288.489,54.305,4.756,4.465,4.113,299.004,296.708,300.548,292.142,99600.000,293.042,292.262,291.646,292.769,291.823,291.185,
2006-06-01 08:10:00,292.148,288.493,55.329,4.806,4.546,4.191,299.709,296.846,301.290,292.233,99600.000,293.047,292.287,291.680,292.783,291.855,291.222,
2006-06-01 08:15:00,292.389,288.498,57.985,5.018,4.726,4.340,300.394,296.938,302.103,292.325,99600.000,293.376,292.537,291.875,293.082,292.066,291.379,
2006-06-01 08:20:00,292.468,288.503,59.585,5.119,4.835,4.444,301.105,297.020,302.944,292.417,99600.000,293.432,292.618,291.965,293.150,292.154,291.471,
2006-06-01 08:25:00,292.750,288.509,62.864,5.364,5.051,4.627,301.849,297.099,303.847,292.508,99600.000,293.808,292.911,292.200,293.495,292.405,291.666,
2006-06-01 08:30:00,292.824,288.516,64.554,5.461,5.158,4.728,302.570,297.226,304.523,292.600,99600.000,293.857,292.988,292.287,293.557,292.490,291.754,
2006-06-01 08:35:00,293.081,288.523,67.325,5.670,5.337,4.875,303.287,297.371,305.209,292.692,99600.000,294.206,293.254,292.496,293.875,292.715,291.923,
2006-06-01 08:40:00,293.128,288.531,68.682,5.744,5.420,4.958,304.001,297.525,305.911,292.783,99600.000,294.227,293.304,292.556,293.910,292.773,291.985,
