Date/Time,EAST:Surface Outside Face Temperature [C](TimeStep),NORTH:Surface Outside Face Temperature [C](TimeStep),SOUTH:Surface Outside Face Temperature [C](TimeStep),WEST:Surface Outside Face Temperature [C](TimeStep),FLOOR:Surface Outside Face Temperature [C](TimeStep),ROOF:Surface Outside Face Temperature [C](TimeStep),THERMAL ZONE 1 INTERNAL MASS:Surface Outside Face Temperature [C](TimeStep),EAST_WINDOW:Surface Outside Face Temperature [C](TimeStep),NORTH_WINDOW:Surface Outside Face Temperature [C](TimeStep),SOUTH_WINDOW:Surface Outside Face Temperature [C](TimeStep),WEST_WINDOW:Surface Outside Face Temperature [C](TimeStep) 
 06/01  00:05:00,12.302091552337632,12.363739226157493,12.298645424038606,12.43944222928921,18.0,10.450962408580564,24.00339935651443,15.259237321804903,15.261311083824808,15.279135657163124,15.276204158200471 
 06/01  00:10:00,12.56618522457256,12.620653884388144,12.559813053893992,12.691517615666656,18.0,10.768945111529655,23.987326995900254,15.59822276087425,15.600422255201238,15.615110170923629,15.612287888721937 
 06/01  00:15:00,12.873704199541388,12.922689971578912,12.866180560574989,12.989486134595992,18.0,11.087676963642288,23.972988310615342,15.939128253464332,15.941286370887724,15.953060167076103,15.950338825585732 
 06/01  00:20:00,13.21225669508321,13.256776817725866,13.204741703784347,13.320267539386217,18.0,11.483993104571814,23.960166679700233,16.281322168951988,16.283414248673353,16.29245059523572,16.289829289773422 
 06/01  00:25:00,13.573671200975191,13.614442268469643,13.567018165217874,13.675321067544152,18.0,11.880345257478313,23.948864422744908,16.624681314717577,16.626705816354615,16.63317742672234,16.630654955638306 
 06/01  00:30:00,13.952299893546948,13.989854514524518,13.947143982615806,14.048727399670526,18.0,12.326347852180234,23.938880296348163,16.969036016556856,16.97099209722404,16.97506949478168,16.97264516445955 
 06/01  00:35:00,14.344120314126393,14.378868064136933,14.340929921248813,14.436251406498846,18.0,12.77179388560102,23.93023506593656,17.314360456663564,17.316247814982432,17.31810013874258,17.315772786680327 
 06/01  00:40:00,14.746200069758794,14.778464675734078,14.745313074792174,14.834790425651954,18.0,13.24965011510687,23.92273115026856,17.660522740029023,17.662340520614464,17.662135203948196,17.659904240631136 
 06/01  00:45:00,15.156359484377822,15.186402894801285,15.158010372886986,15.242026683423187,18.0,13.726556751150248,23.91644848088102,18.007537608499092,18.009285457844612,18.00718835384754,18.005052706794288 
 06/01  00:50:00,15.572950860689145,15.60417652578134,15.574055013765697,15.656199381963106,18.0,14.22441106314754,23.9111351670791,18.355271719772986,18.353042676705684,18.357031593346676,18.351083333700785 
 06/01  00:55:00,15.994709841163093,16.02676039235116,15.995904821069454,16.075950777009986,18.0,14.721061955991805,23.90686436121703,18.70374241626041,18.699859251710336,18.705448677714116,18.69801167178406 
 06/01  01:00:00,16.420652970661454,16.45371190779359,16.421945740129573,16.500219747713142,18.0,15.230891278093777,23.903499309727763,19.052863498354498,19.04750734837262,19.05449489850224,19.045750044904707 
 06/01  01:05:00,16.67008501494603,16.702435522738732,16.671446051579466,16.746539992124568,18.0,15.507844380726304,23.901100809516414,19.064831469294518,19.05931548276476,19.066376108722125,19.057652823716296 
 06/01  01:10:00,16.851306013729403,16.88254668852592,16.85270717036447,16.924393885347072,18.0,15.742693724384868,23.89621870128033,19.074723959402036,19.069043565017182,19.076269442553553,19.06738840643692 
 06/01  01:15:00,16.99042789801245,17.020423635501654,16.991847220742628,17.060133908589577,18.0,15.976784665235575,23.890158491167455,19.083251490137854,19.077387525343113,19.08479195306984,19.075744374730675 
 06/01  01:20:00,17.1006112531955,17.129334899584492,17.1020322174294,17.167016342369124,18.0,16.136700455645677,23.88334150307968,19.09104439772534,19.08498834740942,19.092576925064122,19.083359503592305 
 06/01  01:25:00,17.190106229108228,17.21758371985917,17.19151658290632,17.25333654412525,18.0,16.29592185000641,23.875942462981968,19.098417599906156,19.09216648621708,19.099940891732274,19.09055278203084 
 06/01  01:30:00,17.264421371494986,17.290704697306047,17.26581213358486,17.324623290827752,18.0,16.40951382984716,23.868019507972917,19.105485540756604,19.099038915720428,19.106998590310127,19.097440958592358 
 06/01  01:35:00,17.3273605664342,17.352513317607706,17.32872523726707,17.38468730202733,18.0,16.52268707747244,23.859699431854622,19.11235522460163,19.105713204258336,19.113857438966477,19.104131234975853 
 06/01  01:40:00,17.381617165302952,17.4057066772673,17.382951125654994,17.436221481802676,18.0,16.60632623109748,23.851023308780377,19.119058853638307,19.112222060652698,19.120549554742297,19.110656433374913 
 06/01  01:45:00,17.429137950291373,17.452231078644015,17.430438008026766,17.481168273687317,18.0,16.689697798803206,23.84209277930426,19.125657505074628,19.1186263803761,19.12713625838296,19.11707723456084 
 06/01  01:50:00,17.47135525088495,17.493516183229932,17.472619299992832,17.520953694979802,18.0,16.75348928096541,23.83292816462403,19.13215829840732,19.124933535656623,19.1336245460775,19.123401153005716 
 06/01  01:55:00,17.509339510575764,17.530628729722075,17.51056627385971,17.556640996964283,18.0,16.817102690350495,23.823617208153806,19.138608576408785,19.131190572716264,19.14006201921336,19.129674999879 
 06/01  02:00:00,17.543902049405478,17.56437594448952,17.5482932179521,17.589034048315288,18.0,16.86748586797593,23.814160523110186,19.14500166211519,19.13739111283809,19.13891501553769,19.135892544591968 
 06/01  02:05:00,17.570963520133503,17.59059476658286,17.573388302391756,17.61397551233669,18.0,16.910679872663877,23.804602837877763,19.14429857226162,19.13670775383241,19.144812154451984,19.135225696443854 
 06/01  02:10:00,17.593851154592766,17.612669517715602,17.59576536478391,17.634839975930596,18.0,16.943295299222992,23.794918458226398,19.142671446331292,19.13508787307154,19.14375617253188,19.133619724459436 
 06/01  02:15:00,17.613642231399947,17.6316869286339,17.6152785419292,17.65270960342553,18.0,16.97585590315264,23.785160739074165,19.14070595466751,19.13313118187341,19.14197925715723,19.13167720361696 
 06/01  02:20:00,17.63099282626981,17.648305205576428,17.63244062548497,17.668238943834453,18.0,16.999705620856915,23.77533365906364,19.13858783228892,19.131022756395396,19.13992881375134,19.129583076772747 
 06/01  02:25:00,17.646368101599922,17.662989156791653,17.647678021497594,17.68188957782545,18.0,17.02351310120913,23.765502159199098,19.136425512772803,19.12887019857334,19.137786630092705,19.127444588448384 
 06/01  02:30:00,17.660113527694982,17.676082776382476,17.661317635564966,17.694002561143662,18.0,17.041375039095815,23.755638019513615,19.134226599138856,19.126681282587583,19.135588799243294,19.125269653517307 
 06/01  02:35:00,17.672492739674563,17.687847722399567,17.673612437110776,17.704836831683473,18.0,17.059208992358066,23.745796794762654,19.132033495577105,19.124498016608868,19.133389412104123,19.123100020977233 
 06/01  02:40:00,17.683711146580773,17.698487245151934,17.684761279153474,17.714593095738596,18.0,17.072870757049856,23.735948221988227,19.129828870626,19.122303402284615,19.131175526437232,19.120918861794507 
 06/01  02:45:00,17.69393157894026,17.708162001867063,17.694922793232987,17.723429615887785,18.0,17.08651335472946,23.72613997753415,19.127641332410803,19.12012574259927,19.12897780054368,19.118754258268268 
 06/01  02:50:00,17.703285055016007,17.717000908622104,17.704225221989716,17.731473044875013,18.0,17.09716957269687,23.716342066236642,19.12545057729028,19.11794505653768,19.126776495844524,19.116586393239913 
 06/01  02:55:00,17.711878398542755,17.72510879915155,17.712773505138788,17.738826071575346,18.0,17.107812335692586,23.706594294443647,19.123279569376223,19.11578404253919,19.124595064401092,19.11443777738407 
 06/01  03:00:00,17.71979975064396,17.73257195325323,17.720654474639613,17.745572939781113,18.0,17.11627862803348,23.69686870765533,19.121109338386646,19.11362401360134,19.122414505166375,19.11228987316713 
 06/01  03:05:00,17.7317819872438,17.744186631559238,17.732599849942623,17.756503191467466,18.0,17.131677846972227,23.687197638918143,19.12603748843253,19.118354720081015,19.127332326707574,19.117032766751777 
 06/01  03:10:00,17.74508018455241,17.757157156255463,17.745864199872646,17.76882285954724,18.0,17.146948006277203,23.677661729443557,19.131898312608712,19.124031608278187,19.133180546001086,19.122723944695053 
 06/01  03:15:00,17.759056764045198,17.770833912043756,17.759809484020575,17.78188140427173,18.0,17.162208697041436,23.668218622642502,19.13810394987604,19.130052637771826,19.13937424958442,19.128758562776284 
 06/01  03:20:00,17.773405010008045,17.784904262862092,17.77412862813969,17.79536492332986,18.0,17.178597921418504,23.658839209695735,19.14445085351508,19.136215003673954,19.145709611952157,19.134934049327853 
 06/01  03:25:00,17.787941518976474,17.799181179209228,17.78863794963182,17.80908503150974,18.0,17.19498137958314,23.649544206288155,19.150877621695145,19.142457620372227,19.152125234348773,19.14118931599944 
 06/01  03:30:00,17.802550580424434,17.813546536135945,17.803221517170094,17.822922229662673,18.0,17.211874623350827,23.640312865568955,19.157341470488916,19.14873808369191,19.15857819326311,19.14748209871982 
 06/01  03:35:00,17.817157796011063,17.827924222221107,17.8178047546717,17.83679904746064,18.0,17.228758887539712,23.631160272951043,19.163839722914076,19.155053610762934,19.16506588278827,19.15380954924342 
 06/01  03:40:00,17.831715080055886,17.84226486298103,17.83233943084398,17.850664784984776,18.0,17.245850104159278,23.6220693072141,19.170356977830522,19.161388974392707,19.17157281513414,19.160156528785365 
 06/01  03:45:00,17.84619155466281,17.85653655776294,17.846794546462615,17.86448625954378,18.0,17.26293083971592,23.613050634760608,19.176898056746438,19.167748861733912,19.178103870565337,19.16652767093683 
 06/01  03:50:00,17.860567808920443,17.870719045776443,17.86115058790156,17.87824197692637,18.0,17.28005619545694,23.604090950459884,19.183454155464574,19.17412458767228,19.184650179291452,19.17291435802815 
 06/01  03:55:00,17.874832177745166,17.884799928772946,17.87539580184199,17.89191835651426,18.0,17.297170368086476,23.595197343701166,19.190029665863108,19.180520433590402,19.191216172556892,19.17932083648475 
 06/01  04:00:00,17.888978277053614,17.898772171673357,17.88952372740001,17.905507232649526,18.0,17.31424204873228,23.586359990291736,19.1966187210611,19.18693061632132,19.197795933826058,19.185741374657596 
 06/01  04:05:00,17.88098901719721,17.89021454715823,17.881518092348735,17.896601244429366,18.0,17.301520819289795,23.57758310507544,19.167751721317416,19.15891585035115,19.168923645867153,19.157731606835398 
 06/01  04:10:00,17.86419829887471,17.872786843477478,17.864712123169046,17.878848238896147,18.0,17.282493606536633,23.568380608804354,19.1353090205979,19.127341953509926,19.13648464635412,19.126153969916004 
 06/01  04:15:00,17.84186677254141,17.84981204454026,17.84236627711999,17.85556763859497,18.0,17.2635666191783,23.55905597718707,19.102316712209586,19.095235940641828,19.10349447320465,19.094045670922128 
 06/01  04:20:00,17.81564748999465,17.822965672126188,17.816133489228164,17.828432777216012,18.0,17.234612583304507,23.549627471123898,19.069218515364355,19.063041577300282,19.070398435412812,19.06184896266251 
 06/01  04:25:00,18.084462908833245,18.026458868937077,17.933027137813323,17.94392632360165,18.0,17.389001031981067,23.54008846268305,19.185935690157635,19.1484509444241,19.11326065828314,19.105695562945243 
 06/01  04:30:00,18.128193912788454,18.067535532581655,17.976827920582423,17.98654359927145,18.0,17.410863876734503,23.540010967920754,19.133352265943472,19.109102677490057,19.094345648510227,19.087695026909444 
 06/01  04:35:00,18.218516416088182,18.139204891700146,18.03234815172417,18.040988461742025,18.0,17.470717790561352,23.53255161807454,19.136285841036056,19.107467978240663,19.084984315353722,19.079121707304466 
 06/01  04:40:00,18.308868324692995,18.21176491229971,18.09176104553151,18.099460065405392,18.0,17.52749481235429,23.527354305916102,19.13409224240172,19.102650043524136,19.07630631046368,19.071289251287112 
 06/01  04:45:00,18.395450278360325,18.282964378520226,18.15389337057097,18.16083369854151,18.0,17.58475555506644,23.522129659641926,19.12895903243566,19.09605915048496,19.06762700641292,19.06346916452037 
 06/01  04:50:00,18.478777877803637,18.353136900313775,18.218247661913104,18.224637112706752,18.0,17.649382982852114,23.517039461400472,19.122471406550176,19.08878351690521,19.05908263823642,19.055903889464958 
 06/01  04:55:00,18.55836794887086,18.42214615949326,18.284463566226346,18.290529513718763,18.0,17.714412786261963,23.512124531570766,19.114732530270658,19.08101435032654,19.05078225033401,19.04876308539076 
 06/01  05:00:00,18.624396598450755,18.48566922428818,18.352264710532456,18.358249498106826,18.0,17.784230664586364,23.507372227643884,19.101153024870086,19.070749452497694,19.042696059134528,19.04190921731748 
 06/01  05:05:00,18.642243438493875,18.500859771580206,18.377497215339268,18.380647435466326,18.0,17.810578023976248,23.50263159027964,18.998670210369482,18.962598458858224,18.945023637203917,18.936925057398753 
 06/01  05:10:00,18.640304624244614,18.49474735678798,18.383949832566934,18.382196918066192,18.0,17.82574041229951,23.506220970712157,18.893951873086053,18.850551627595678,18.843606936433105,18.827185579899265 
 06/01  05:15:00,18.625980383989944,18.47410154572029,18.377428821105678,18.368860895986927,18.0,17.835943845997292,23.502892006317662,18.788852658698374,18.73706272143886,18.74071616205947,18.71546080556118 
 06/01  05:20:00,18.603023837777936,18.44241748663039,18.360982381715452,18.34381734440874,18.0,17.826058029407,23.499739761860933,18.6838086413303,18.622779645825517,18.637045698199245,18.60254343011991 
 06/01  05:25:00,18.57372278777591,18.401928312547614,18.33662027358295,18.30920775242986,18.0,17.811964577723035,23.49624173755833,18.57857319036418,18.507578263380765,18.532533636721325,18.488424615012832 
 06/01  05:30:00,18.539547007785355,18.354159965180248,18.305759374000264,18.266579457360805,18.0,17.7814257594368,23.492420219575756,18.473088672732047,18.391489750070377,18.427259564436554,18.373218481675224 
 06/01  05:35:00,18.54204396604835,18.327840591547346,18.291443095624153,18.238571140418937,18.0,17.774689285577416,23.48829296968185,18.386995825098893,18.287544863856624,18.331935321710375,18.26718346193195 
 06/01  05:40:00,18.55376238687715,18.304427464265547,18.280401095484464,18.212009422034086,18.0,17.758907711213958,23.485193814131126,18.29952928351088,18.182211242391418,18.23610875140787,18.160304748340764 
 06/01  05:45:00,18.568265413753114,18.279800791749636,18.269753574598862,18.1840988089391,18.0,17.739331972122947,23.482191981858303,18.210473940300176,18.075253995822607,18.13949575430513,18.052285269335698 
 06/01  05:50:00,18.582542033801573,18.252167670499563,18.258201025855723,18.15363429109221,18.0,17.71521406673279,23.479169947538654,18.119948082638643,17.966791252134612,18.04211918687679,17.94317055810825 
 06/01  05:55:00,18.603717551687712,18.222278233426916,18.243945455652245,18.118960953731058,18.0,17.687690342169297,23.476103894192452,18.03221828519463,17.857702179596913,17.94351921741179,17.832560649722154 
 06/01  06:00:00,18.615589828332833,18.18664815863674,18.228378680285108,18.081525469475704,18.0,17.65351018442306,23.473068538711253,17.938775888465784,17.746471743953293,17.844758306033214,17.72146325468725 
 06/01  06:05:00,18.678361696561876,18.208942287660523,18.264593889931472,18.10257030034557,18.0,17.690160692722642,23.469906159400292,17.937339721091973,17.735033133972877,17.838268509365548,17.710088141955225 
 06/01  06:10:00,18.758397184854672,18.25023878104966,18.31930585976313,18.143434668350814,18.0,17.735918749160984,23.470810427160774,17.9391288755819,17.730372979083427,17.838877543464207,17.70570381028233 
 06/01  06:15:00,18.848052097588816,18.301877768391215,18.38479904936451,18.195442520328147,18.0,17.78134302661226,23.47896137629258,17.944294040957857,17.726410140685743,17.840128411808962,17.702193164417622 
 06/01  06:20:00,18.943617828938702,18.359754086678258,18.45728685858235,18.25445042718849,18.0,17.843769127329665,23.486365450546344,17.948915790521653,17.721368111402626,17.84031079291333,17.697766506417793 
 06/01  06:25:00,19.04285059752272,18.42143172246438,18.534454811695426,18.317981273415747,18.0,17.90585780698172,23.49311735636877,17.95549910945857,17.715402726665047,17.839699156037113,17.692562395785103 
 06/01  06:30:00,19.144307772517458,18.485370418675174,18.614795428079024,18.384454418965188,18.0,17.97672784811435,23.50121219199675,17.960313400483187,17.708762410131726,17.83857414292089,17.6868147152058 
 06/01  06:35:00,19.803813075975885,18.729505925667294,18.80556455993448,18.55622836103204,18.0,18.254073587627893,23.510052140518372,18.21680755851304,17.772142388146335,17.883657031932955,17.72163412833106 
 06/01  06:40:00,21.102373763710194,19.097680006300966,19.04669164087704,18.774246760867516,18.0,18.580974990236243,23.529857635110222,18.68825943056504,17.870278484264816,17.940696177829523,17.7688526365543 
 06/01  06:45:00,22.265237385788826,19.43220157710353,19.301098507324248,19.00295343685641,18.0,18.913893640380188,23.55800411736233,18.967813297429757,17.929509005238742,17.992753938799865,17.811804761927533 
 06/01  06:50:00,23.440848800542234,19.755723895181106,19.567381318412657,19.241389496121418,18.0,19.315940180376835,23.583193761902844,19.24423111893998,17.97911616342884,18.042978850636928,17.853020856622607 
 06/01  06:55:00,24.628037653877403,20.064600965394863,19.841649199284962,19.48606564306726,18.0,19.723719454240996,23.60997844797931,19.51758582149887,18.021475345888916,18.092772215914238,17.893768803407568 
 06/01  07:00:00,25.817398335323464,20.35508206772554,20.121111003739255,19.734508161944916,18.0,20.17600211166784,23.637973164452514,19.78802250395529,18.057224609010177,18.142042339020236,17.933964057593414 
 06/01  07:05:00,27.736839242715803,20.780543825714062,20.48843346404092,20.083939351300852,18.0,20.718999526157592,23.66720715352419,20.493553398688846,18.24293626669703,18.30785064732129,18.104392752230638 
 06/01  07:10:00,29.256335522621598,21.149924429993167,20.858420547516804,20.441507712758455,18.0,21.32090256038293,23.78599866524284,20.83441777935934,18.341509859982807,18.417799761248205,18.21834349543974 
 06/01  07:15:00,30.694610404330614,21.499382885925748,21.238902946482003,20.813176015894292,18.0,21.939388912041647,23.77831771497495,21.153505798881383,18.42795832693156,18.515468646947625,18.3246913477754 
 06/01  07:20:00,32.090399689259144,21.830732211788625,21.6283362798252,21.19681195566027,18.0,22.626095288077888,23.749968168543994,21.472495814024626,18.51912127446451,18.621317255992437,18.438984672642732 
 06/01  07:25:00,33.45535819436265,22.143339669267746,22.025214296306963,21.590669195728378,18.0,23.33083598731489,23.723027681610944,21.79199825946148,18.614743984740016,18.733869976788128,18.559725911334738 
 06/01  07:30:00,34.79460222048509,22.436431645044216,22.428466862030586,21.99358775517952,18.0,24.097628262591293,23.703100483422933,22.111799836348894,18.716024075961798,18.853666268553184,18.686652148380233 
 06/01  07:35:00,36.2199481887154,22.55389512366245,22.671415677375755,22.24392590788442,18.0,24.80477752677135,23.68999773414176,22.4788270967249,18.73627987053817,18.89248011224265,18.740191214344918 
 06/01  07:40:00,38.36385126443815,22.64171246888749,22.92517552103184,22.441592957876658,18.0,25.56861572494554,23.676516035425454,23.175047151715262,18.789960347799592,18.95002148639736,18.791276209994805 
 06/01  07:45:00,40.042145323042895,22.747193407667982,23.239759613632337,22.600822917482063,18.0,26.36363358962824,23.674940756147155,23.541049167845983,18.838745492882992,19.012850255083833,18.839056169801893 
 06/01  07:50:00,41.620144790514765,22.85080932207707,23.59666899099799,22.73900724544756,18.0,27.21414308865969,23.671221052473665,23.90837456106533,18.88554958414727,19.08462388701423,18.88554438377298 
 06/01  07:55:00,43.87862410169327,22.972178110349333,24.06073097185172,22.884133698281243,18.0,28.09659375625889,23.670506939249677,24.620872924203354,18.943558263276657,19.20209966480752,18.94323841872557 
 06/01  08:00:00,45.588710493649415,23.075904336719436,24.5387536111059,23.004766569853462,18.0,29.052678530755525,23.681512217808603,24.979264639567646,18.992340726032978,19.309503976559597,18.991595580043622 
 06/01  08:05:00,47.0708438278551,23.167315711374567,25.059124191617414,23.108953582725086,18.0,29.9216808825389,23.68768733570526,25.421480568133518,19.180129778167043,19.580866465557733,19.17888770522677 
 06/01  08:10:00,48.42266768886751,23.254434593632404,25.621518472904988,23.2057661554584,18.0,30.8320020042518,23.945553649239297,25.831362357557964,19.33285203858668,19.833986558106858,19.330905759668042 
 06/01  08:15:00,50.016179657488514,23.394240299641172,26.317714296151536,23.353058017900317,18.0,31.7542129558897,24.062053424558407,26.357658800295553,19.480765645717042,20.115667889422298,19.47820499114971 
 06/01  08:20:00,51.29698829818358,23.487338404025827,26.99224033298689,23.452031648155447,18.0,32.69653977753853,24.174881990613233,26.709007272333736,19.596146264167146,20.36544343319963,19.592874169258153 
 06/01  08:25:00,52.45020972732438,23.5706219450293,27.69267865572716,23.53999558027196,18.0,33.649584351531985,24.27141538298326,27.04001778781526,19.70827595875477,20.62658399409736,19.70427924154103 
 06/01  08:30:00,53.500630910922226,23.650953474203476,28.424698679443377,23.624110206014002,18.0,34.62869130351647,24.35985497835444,27.351085597792576,19.819882741802076,20.900859872766546,19.815138868119107 
 06/01  08:35:00,53.955845130396916,23.779576960663896,29.1343679035051,23.755835058254434,18.0,35.33586119733113,24.44190799154642,27.405726601905485,19.954750355705016,21.17636491397542,19.949618667990194 
 06/01  08:40:00,54.207141105819254,23.924146698382774,29.839225851578455,23.902978995822256,18.0,36.00625649132758,24.517198876500608,27.460538446344742,20.087260797501358,21.45199190705671,20.08184995428627 
 06/01  08:45:00,54.32982319690404,24.077778492127504,30.540720530335104,24.05876955887223,18.0,36.67421073968031,24.58787378561019,27.510677607827915,20.218630791916553,21.728224866664675,20.213037076548517 
 06/01  08:50:00,54.36126889922079,24.237215746921343,31.23877242554616,24.220033989732354,18.0,37.26554649642016,24.65491769435633,27.55649613914744,20.349191588521194,22.004569141921934,20.343451807460212 
 06/01  08:55:00,54.154622489017264,24.52013825376019,31.97404265077447,24.504520040214086,18.0,37.85525967602544,24.718702961000464,27.520980648756222,20.536480643264213,22.300015331360612,20.53076773794112 
 06/01  09:00:00,54.018309112820326,24.726122851298637,32.67193702827014,24.711850344552023,18.0,38.39812223742002,24.78206970445054,27.562342086234366,20.665506961524954,22.572604477633092,20.65988224763663 
 06/01  09:05:00,53.95290602368921,24.93749677342968,33.394500299558736,24.92431021608171,18.0,39.14351152068532,24.841402299862313,27.617391769178028,20.77686224857473,22.835767901207134,20.771318606692603 
 06/01  09:10:00,53.88488685447643,25.149851524294224,34.12419618710633,25.13758384912697,18.0,39.90463730182095,24.873769759980636,27.67096116698457,20.8912523426107,23.101653862847684,20.88589848319282 
 06/01  09:15:00,53.80164606339688,25.363484598703813,34.858055433926744,25.352005878972793,18.0,40.67271317935735,24.9173703627266,27.7236930118072,21.008245316354078,23.3706854428699,21.0031532423385 
 06/01  09:20:00,53.69762496023531,25.578701372881945,35.59457104199589,25.567906694478683,18.0,41.496757741318056,24.96074424567699,27.772424317538025,21.125360201673516,23.63979278580223,21.120618808233132 
 06/01  09:25:00,53.56982326942166,25.79566406808094,36.33264838865499,25.78546723146181,18.0,42.32702477124055,25.003911399615973,27.816526460942328,21.24262333088018,23.908569231226693,21.238316371248743 
 06/01  09:30:00,53.41649638651134,26.01445077620844,37.071397732014965,26.004780163757527,18.0,43.198581754030116,25.04687573438109,27.85529528470272,21.360049484047977,24.17666966432239,21.3562571274706 
 06/01  09:35:00,53.1230469886084,26.20494264849099,37.740490825403505,26.195737632273033,18.0,43.968958048859434,25.089513060506587,27.832240754442466,21.46253849023634,24.409749727113194,21.45935468692096 
 06/01  09:40:00,52.77306230429111,26.386208709928514,38.38288773128622,26.377417936916007,18.0,44.75089877823448,25.12927725739838,27.803283587412352,21.56405312536151,24.63912406908787,21.561532204634716 
 06/01  09:45:00,52.381512870143375,26.562400353838623,39.00670230047383,26.55398075640777,18.0,45.53641135032616,25.168099893126787,27.767490269992436,21.665277982034354,24.865070425045587,21.66346884659424 
 06/01  09:50:00,51.95562687403948,26.73550945608629,39.61560762734509,26.727424892160013,18.0,46.312065703848425,25.205971375994753,27.721229293324654,21.764508615251145,25.085056692811293,21.763449904524123 
 06/01  09:55:00,51.49964804802935,26.906730678593398,40.2116586993507,26.89895089908784,18.0,47.091148069858086,25.237666113847354,27.665266842838832,21.86239402958347,25.30058217129499,21.862111954122042 
 06/01  10:00:00,51.0162057017606,27.076828317810246,40.79604442303645,27.06932814051804,18.0,47.868515717329934,25.267585291805606,27.599156590974474,21.9598657499144,25.512405903894035,21.960370099949728 
 06/01  10:05:00,50.33283428432766,27.163791249886508,41.2352721947688,27.156614680485056,18.0,48.19504120684017,25.29590889112152,27.420244682299995,21.996943203234878,25.634590001381127,21.998205789501753 
 06/01  10:10:00,49.57757708731898,27.220063703345435,41.616420641970855,27.213210423838838,18.0,48.434355440720665,25.316313343389538,27.230656613735107,22.033084305142893,25.749870608450692,22.035050044226637 
 06/01  10:15:00,48.775296548713946,27.257866147789397,41.95713023262457,27.25132879557806,18.0,48.669439165165734,25.340082160409672,27.032183185810595,22.070331741074654,25.860538445757697,22.072941669152442 
 06/01  10:20:00,47.938611089422935,27.283454958937206,42.2661629097375,27.277224040038515,18.0,48.751171872939224,25.36281397510085,26.823942445069747,22.108128497241808,25.966327576109393,22.11131500912444 
 06/01  10:25:00,47.075307540542035,27.300773247543706,42.54887708378911,27.29483882586754,18.0,48.83305412943706,25.384574062774377,26.605623629300794,22.1465945987311,26.06748382666177,22.150277742737615 
 06/01  10:30:00,46.19052251062951,27.3124603576087,42.808752873718035,27.30681283260246,18.0,48.81870786968011,25.40547587083781,26.377078042575363,22.185795422160368,26.164180098029306,22.18988558214437 
 06/01  10:35:00,45.29469527405766,27.353074591416533,43.05491336803368,27.3477054638465,18.0,48.79020013317285,25.425143103800547,26.13958853932752,22.241492965700104,26.257488846298884,22.24587333237855 
 06/01  10:40:00,44.38788643006838,27.401426241573674,43.28255748197223,27.396327906433157,18.0,48.69608455593492,25.44638827453554,25.894712421446002,22.297725802528305,26.34601935134475,22.302288141814415 
 06/01  10:45:00,43.471967061743996,27.45326562928651,43.49149964616897,27.448430975189353,18.0,48.60066466812528,25.466404008417143,25.642998985983695,22.35389856455697,26.429426158728802,22.358534672579708 
 06/01  10:50:00,42.54862102180137,27.506746895521268,43.68201533720108,27.502169321057416,18.0,48.45842477808883,25.48632266939539,25.3862605142333,22.410303716840872,26.508159240833493,22.414907510124976 
 06/01  10:55:00,41.619326325370295,27.560900058440243,43.8545026637943,27.556573402961433,18.0,48.315146551679604,25.505832516388196,25.126481067298243,22.46692332838029,26.58234421012503,22.471395600310984 
 06/01  11:00:00,40.68541164861852,27.615225711669712,44.00940637650749,27.6111441542541,18.0,48.13999993189779,25.524963455115664,24.86624667977685,22.523821495798074,26.652176510491813,22.528072748507384 
 06/01  11:05:00,39.85711371275568,27.741842390086674,44.276942536142364,27.737965699907573,18.0,48.38052993971153,25.543757434722483,24.66185646535837,22.623676020978905,26.789922338311328,22.627688519175308 
